CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEQUENCE,PREEVENT,CASEWGT,PSUSTRAT,VERSION
6117,17,2,1-17-2017-002-09,9,1,1,2,1415.1062926472,4,2
6111,19,4,1-19-2017-004-05,5,1,1,2,84.4524216922148,9,2
6112,19,5,1-19-2017-005-03,3,1,1,2,639.392649632869,9,2
6200,22,5,1-22-2017-005-04,4,1,1,2,220.136301508367,12,2
6192,26,2,1-26-2017-002-09,9,1,1,2,3498.03165471544,10,2
6184,17,6,1-17-2017-006-04,4,1,1,2,214.939687324865,4,2
6256,22,9,1-22-2017-009-09,9,1,1,2,302.835159341122,12,2
6124,31,1,1-31-2017-001-10,10,1,1,2,1073.84216837139,6,2
6257,22,10,1-22-2017-010-06,6,1,1,2,94.797052813258,12,2
6322,22,12,1-22-2017-012-07,7,1,1,2,166.543174350512,12,2
6312,19,18,1-19-2017-018-03,3,1,1,2,252.846410865255,9,2
6238,12,3,1-12-2017-003-04,4,2,1,2,2969.00932898461,9,2
6308,29,3,1-29-2017-003-10,10,1,1,2,20830.7351125155,2,2
6362,19,19,1-19-2017-019-06,6,1,1,2,417.704209858924,9,2
6274,30,7,1-30-2017-007-03,3,1,1,2,195.270340617582,10,2
6274,30,7,1-30-2017-007-03,3,1,2,2,195.270340617582,10,2
6274,30,7,1-30-2017-007-03,3,1,3,2,195.270340617582,10,2
6274,30,7,1-30-2017-007-03,3,1,4,2,195.270340617582,10,2
6260,33,4,1-33-2017-004-09,9,1,1,2,275.58801350289,12,2
6165,23,4,1-23-2017-004-06,6,1,1,2,561.326705636604,5,2
6390,24,14,1-24-2017-014-01,1,2,1,2,176.182961823483,1,2
6382,28,7,1-28-2017-007-03,3,1,3,2,302.814064043019,3,2
6219,30,6,1-30-2017-006-04,4,1,1,2,759.796183896963,10,2
6151,25,3,1-25-2017-003-06,6,1,1,2,438.207071902862,2,2
6493,13,16,1-13-2017-016-04,4,1,1,2,2740.02107410605,7,2
6510,33,16,1-33-2017-016-05,5,1,1,2,68.0497986758237,12,2
6323,33,7,1-33-2017-007-09,9,1,1,2,766.822710622516,12,2
6383,14,8,1-14-2017-008-08,8,1,3,2,1502.31800595479,8,2
6544,22,22,1-22-2017-022-08,8,1,1,2,135.032270274358,12,2
6538,29,9,1-29-2017-009-09,9,1,1,2,2720.74723027127,2,2
6386,16,13,1-16-2017-013-09,9,1,1,2,1126.03630615239,5,2
6525,24,21,1-24-2017-021-03,3,1,1,2,494.857893190686,1,2
6576,32,21,1-32-2017-021-10,10,1,1,2,20830.7351125155,7,2
6473,24,19,1-24-2017-019-02,2,1,1,2,89.5901504128533,1,2
6253,13,8,1-13-2017-008-01,1,1,1,2,188.955712734655,7,2
6253,13,8,1-13-2017-008-01,1,1,2,2,188.955712734655,7,2
6596,22,25,1-22-2017-025-03,3,1,1,2,166.374615766795,12,2
6462,14,10,1-14-2017-010-07,7,1,1,2,2445.71364449741,8,2
6592,18,12,1-18-2017-012-04,4,1,1,2,2398.10824569296,6,2
6599,31,10,1-31-2017-010-08,8,1,1,2,533.585408156618,6,2
6631,16,25,1-16-2017-025-02,2,1,1,2,47.7728281997967,5,2
6567,28,12,1-28-2017-012-10,10,1,1,2,2590.76862324372,3,2
6444,13,14,1-13-2017-014-02,2,2,1,2,138.181072664633,7,2
6444,13,14,1-13-2017-014-02,2,2,2,2,138.181072664633,7,2
6444,13,14,1-13-2017-014-02,2,2,3,2,138.181072664633,7,2
6444,13,14,1-13-2017-014-02,2,2,4,2,138.181072664633,7,2
6677,22,29,1-22-2017-029-04,4,1,1,2,228.219701563568,12,2
6543,18,11,1-18-2017-011-06,6,1,1,2,726.609016579401,6,2
6709,32,28,1-32-2017-028-05,5,1,1,2,257.945260582092,7,2
6618,14,15,1-14-2017-015-03,3,1,1,2,1955.82995505533,8,2
6691,18,15,1-18-2017-015-09,9,1,1,2,958.545340626328,6,2
6674,19,35,1-19-2017-035-06,6,1,1,2,575.359126718658,9,2
6743,32,29,1-32-2017-029-09,9,1,1,2,11898.5904414158,7,2
6754,18,17,1-18-2017-017-09,9,1,1,2,2543.89401154685,6,2
6639,18,13,1-18-2017-013-06,6,1,1,2,385.190322042092,6,2
6666,11,13,1-11-2017-013-05,5,1,1,2,533.608977976811,8,2
6345,23,9,1-23-2017-009-03,3,1,1,2,187.820886282507,5,2
6130,23,3,1-23-2017-003-06,6,1,1,2,474.463369126954,5,2
6799,31,15,1-31-2017-015-03,3,2,1,2,749.398250761231,6,2
6804,26,21,1-26-2017-021-03,3,1,1,2,1072.7157378518,10,2
6776,24,33,1-24-2017-033-09,9,1,1,2,3538.97814112905,1,2
6679,21,13,1-21-2017-013-08,8,1,1,2,871.906857628612,11,2
6399,11,1,1-11-2017-001-06,6,1,1,2,1680.59640563005,8,2
6399,11,1,1-11-2017-001-06,6,1,2,2,1680.59640563005,8,2
6824,29,16,1-29-2017-016-03,3,1,1,2,1318.37167531291,2,2
6667,11,14,1-11-2017-014-05,5,1,1,2,533.608977976811,8,2
6811,28,18,1-28-2017-018-06,6,1,1,2,185.209716714862,3,2
6684,15,15,1-15-2017-015-06,6,1,1,2,1196.75176319565,1,2
6719,18,16,1-18-2017-016-03,3,1,1,2,208.07525317884,6,2
6643,33,23,1-33-2017-023-06,6,1,1,2,151.55835338118,12,2
6548,20,19,1-20-2017-019-10,10,1,1,2,3008.70123621791,11,2
6222,14,4,1-14-2017-004-10,10,1,1,2,5496.44877828333,8,2
6730,21,14,1-21-2017-014-04,4,2,1,2,2221.76994369018,11,2
6855,28,19,1-28-2017-019-06,6,1,3,2,154.889477796316,3,2
6867,19,45,1-19-2017-045-02,2,1,1,2,178.303649458387,9,2
6875,22,41,1-22-2017-041-08,8,1,1,2,113.695698457785,12,2
6830,18,19,1-18-2017-019-08,8,1,1,2,703.273619459784,6,2
6796,18,18,1-18-2017-018-03,3,1,1,2,329.590173474336,6,2
6682,13,24,1-13-2017-024-03,3,1,1,2,1287.6958482298,7,2
6749,17,21,1-17-2017-021-07,7,1,1,2,1152.79836779502,4,2
6451,33,14,1-33-2017-014-03,3,1,1,2,138.480705828584,12,2
6893,28,20,1-28-2017-020-03,3,1,1,2,444.763935195519,3,2
6206,20,3,1-20-2017-003-02,2,1,1,2,39.0673380453663,11,2
6372,20,12,1-20-2017-012-07,7,1,1,2,670.91945689348,11,2
6645,13,22,1-13-2017-022-06,6,1,1,2,2455.12215097887,7,2
6645,13,22,1-13-2017-022-06,6,1,2,2,2455.12215097887,7,2
6356,22,14,1-22-2017-014-01,1,1,1,2,91.2520349196253,12,2
6720,33,27,1-33-2017-027-07,7,2,3,2,759.165826374916,12,2
6725,15,16,1-15-2017-016-05,5,2,1,2,165.942224003426,1,2
6729,20,29,1-20-2017-029-09,9,1,1,2,726.269869888516,11,2
6885,26,23,1-26-2017-023-03,3,1,1,2,1592.59780310843,10,2
6716,16,29,1-16-2017-029-04,4,1,1,2,2622.78984691832,5,2
6960,22,46,1-22-2017-046-01,1,1,1,2,96.8900178613484,12,2
6799,31,15,1-31-2017-015-03,3,1,1,2,749.398250761231,6,2
6971,20,46,1-20-2017-046-02,2,1,1,2,39.0673380453663,11,2
6948,12,21,1-12-2017-021-03,3,1,1,2,1881.9311135103,9,2
6550,15,11,1-15-2017-011-02,2,1,1,2,59.527837384159,1,2
6526,24,22,1-24-2017-022-06,6,1,1,2,959.779082034474,1,2
6505,31,7,1-31-2017-007-04,4,2,1,2,2792.73572987369,6,2
6992,22,48,1-22-2017-048-03,3,1,1,2,298.497607046477,12,2
6946,19,50,1-19-2017-050-03,3,1,1,2,292.080491700682,9,2
6218,30,5,1-30-2017-005-07,7,1,1,2,889.340757753611,10,2
6346,23,10,1-23-2017-010-07,7,1,3,2,713.344145964472,5,2
6836,33,34,1-33-2017-034-08,8,1,1,2,217.884133565871,12,2
6908,16,35,1-16-2017-035-04,4,1,1,2,14605.2788264847,5,2
6951,16,37,1-16-2017-037-06,6,1,1,2,986.065239615079,5,2
6228,10,3,1-10-2017-003-09,9,2,1,2,1098.36140168446,4,2
7071,22,52,1-22-2017-052-01,1,1,3,2,96.8900178613484,12,2
7053,32,48,1-32-2017-048-03,3,1,1,2,841.136761414762,7,2
6622,23,24,1-23-2017-024-04,4,1,1,2,617.189198090269,5,2
7047,23,46,1-23-2017-046-04,4,2,1,2,495.769320104764,5,2
7078,20,52,1-20-2017-052-08,8,2,1,2,323.364961649197,11,2
6936,14,23,1-14-2017-023-02,2,1,3,2,310.247293447891,8,2
6245,17,8,1-17-2017-008-03,3,1,1,2,134.288191587689,4,2
6956,18,23,1-18-2017-023-10,10,1,1,2,20830.7351125155,6,2
6920,22,44,1-22-2017-044-08,8,1,1,2,83.0427441010983,12,2
7112,26,29,1-26-2017-029-06,6,1,1,2,1237.10755324379,10,2
6814,23,33,1-23-2017-033-10,10,1,1,2,4628.54463438301,5,2
7058,19,57,1-19-2017-057-10,10,1,1,2,9189.86912192756,9,2
6813,23,32,1-23-2017-032-03,3,2,1,2,277.455039344838,5,2
7165,16,44,1-16-2017-044-04,4,1,1,2,406.544153844197,5,2
7018,17,29,1-17-2017-029-03,3,1,1,2,556.304886021187,4,2
7220,22,62,1-22-2017-062-01,1,1,3,2,91.2520349196253,12,2
6706,11,16,1-11-2017-016-05,5,1,1,2,459.56320010308,8,2
7165,16,44,1-16-2017-044-04,4,2,1,2,406.544153844197,5,2
7082,33,46,1-33-2017-046-03,3,1,1,2,62.9930657774199,12,2
7055,14,25,1-14-2017-025-10,10,1,1,2,20830.7351125155,8,2
7167,31,25,1-31-2017-025-03,3,1,1,2,471.724144285409,6,2
7147,28,28,1-28-2017-028-04,4,1,1,2,451.089122562898,3,2
7221,22,63,1-22-2017-063-08,8,1,1,2,78.2105272741197,12,2
6846,26,22,1-26-2017-022-03,3,1,1,2,2176.53884370464,10,2
7162,19,61,1-19-2017-061-05,5,1,1,2,82.4453252502058,9,2
6702,24,29,1-24-2017-029-01,1,1,1,2,102.186288431084,1,2
7179,22,60,1-22-2017-060-09,9,1,1,2,707.286318683172,12,2
7079,20,53,1-20-2017-053-07,7,1,1,2,1659.45466607248,11,2
6620,11,12,1-11-2017-012-08,8,1,1,2,613.015996269852,8,2
6304,16,10,1-16-2017-010-02,2,1,1,2,61.0428434944616,5,2
6304,16,10,1-16-2017-010-02,2,1,2,2,61.0428434944616,5,2
7247,28,32,1-28-2017-032-01,1,1,1,2,116.185516823547,3,2
7161,14,28,1-14-2017-028-02,2,1,1,2,299.171074248821,8,2
7345,10,31,1-10-2017-031-04,4,1,1,2,1650.22234645847,4,2
7287,28,33,1-28-2017-033-06,6,1,1,2,79.4139291844408,3,2
6568,29,10,1-29-2017-010-04,4,1,1,2,1735.62976673693,2,2
7343,28,35,1-28-2017-035-09,9,1,1,2,115.287608460826,3,2
7223,18,30,1-18-2017-030-08,8,1,1,2,363.809011306322,6,2
7271,21,27,1-21-2017-027-03,3,1,1,2,327.88849704859,11,2
7366,13,57,1-13-2017-057-07,7,1,3,2,3594.9132750111,7,2
7236,15,32,1-15-2017-032-03,3,1,1,2,503.308139879898,1,2
7304,16,51,1-16-2017-051-06,6,1,3,2,3067.09838689603,5,2
7431,31,32,1-31-2017-032-06,6,1,1,2,561.1165598367,6,2
7199,23,54,1-23-2017-054-09,9,1,1,2,1278.7796781533,5,2
7201,23,56,1-23-2017-056-03,3,2,1,2,212.046369957581,5,2
7278,33,57,1-33-2017-057-07,7,1,1,2,725.147754384361,12,2
7414,10,32,1-10-2017-032-05,5,1,1,2,62.6322504992632,4,2
7211,12,29,1-12-2017-029-09,9,1,1,2,3832.45356653444,9,2
7135,33,48,1-33-2017-048-06,6,1,1,2,202.722371698373,12,2
7135,33,48,1-33-2017-048-06,6,1,7,2,202.722371698373,12,2
7263,19,69,1-19-2017-069-10,10,1,1,2,13104.5293427276,9,2
7361,18,33,1-18-2017-033-04,4,1,1,2,706.858696425074,6,2
7364,19,75,1-19-2017-075-08,8,1,1,2,215.277774648986,9,2
7455,12,34,1-12-2017-034-04,4,1,1,2,3990.87077387485,9,2
7283,20,68,1-20-2017-068-09,9,1,1,2,1428.57730217801,11,2
7408,28,37,1-28-2017-037-07,7,1,1,2,1081.49343808104,3,2
7353,25,13,1-25-2017-013-02,2,2,1,2,59.2358087039559,2,2
7620,24,75,1-24-2017-075-03,3,1,1,2,219.954145362561,1,2
7557,20,85,1-20-2017-085-04,4,1,1,2,673.604448343268,11,2
7325,33,61,1-33-2017-061-09,9,1,3,2,75.3307217326577,12,2
7325,33,61,1-33-2017-061-09,9,1,4,2,75.3307217326577,12,2
7456,12,35,1-12-2017-035-04,4,1,1,2,3990.87077387485,9,2
7537,31,33,1-31-2017-033-09,9,1,1,2,1539.73058488066,6,2
7386,33,65,1-33-2017-065-09,9,1,1,2,231.348391888334,12,2
7675,33,73,1-33-2017-073-10,10,1,1,2,2616.2429621909,12,2
7748,11,40,1-11-2017-040-02,2,1,1,2,237.976109066999,8,2
7538,31,34,1-31-2017-034-04,4,1,1,2,2328.51790892268,6,2
7793,21,48,1-21-2017-048-03,3,1,1,2,201.697409885435,11,2
7702,28,42,1-28-2017-042-02,2,1,1,2,70.5260687712307,3,2
7319,21,28,1-21-2017-028-03,3,1,1,2,367.467193042291,11,2
7319,21,28,1-21-2017-028-03,3,1,2,2,367.467193042291,11,2
7319,21,28,1-21-2017-028-03,3,1,3,2,367.467193042291,11,2
7837,13,79,1-13-2017-079-03,3,1,1,2,667.660112050877,7,2
7605,18,38,1-18-2017-038-02,2,1,1,2,82.5675036810661,6,2
7584,14,39,1-14-2017-039-03,3,1,1,2,3229.32735824175,8,2
7609,21,41,1-21-2017-041-09,9,2,1,2,667.819130274741,11,2
6957,13,39,1-13-2017-039-02,2,1,1,2,140.15566461981,7,2
7440,21,33,1-21-2017-033-04,4,1,1,2,511.361628614864,11,2
7603,33,71,1-33-2017-071-10,10,1,3,2,339.788882491816,12,2
7588,19,84,1-19-2017-084-02,2,1,1,2,139.959423353599,9,2
7672,13,71,1-13-2017-071-03,3,1,1,2,957.099681574314,7,2
7895,21,53,1-21-2017-053-03,3,2,1,2,345.739300358192,11,2
7667,21,42,1-21-2017-042-07,7,1,1,2,722.11786068221,11,2
7667,21,42,1-21-2017-042-07,7,1,2,2,722.11786068221,11,2
7674,12,40,1-12-2017-040-05,5,2,1,2,628.832940754307,9,2
7955,13,86,1-13-2017-086-07,7,1,1,2,3590.29038735847,7,2
6990,13,41,1-13-2017-041-02,2,2,1,2,114.879706845688,7,2
7724,18,43,1-18-2017-043-06,6,2,1,2,580.561244807344,6,2
7700,24,82,1-24-2017-082-10,10,2,1,2,3542.08453945439,1,2
7973,22,100,1-22-2017-100-10,10,1,3,2,1279.90483931947,12,2
7595,25,20,1-25-2017-020-02,2,1,1,2,79.5916030273087,2,2
7832,12,45,1-12-2017-045-09,9,1,1,2,3838.87221500274,9,2
7953,19,100,1-19-2017-100-07,7,1,1,2,4322.99062713303,9,2
8012,30,77,1-30-2017-077-03,3,1,1,2,1794.30440355272,10,2
8012,30,77,1-30-2017-077-03,3,1,2,2,1794.30440355272,10,2
8012,30,77,1-30-2017-077-03,3,1,3,2,1794.30440355272,10,2
7677,33,75,1-33-2017-075-02,2,1,1,2,66.335309476095,12,2
7884,19,96,1-19-2017-096-02,2,1,1,2,193.462398169656,9,2
7997,19,101,1-19-2017-101-07,7,1,1,2,1291.67508035249,9,2
7998,19,102,1-19-2017-102-08,8,1,1,2,305.991351541211,9,2
7751,13,75,1-13-2017-075-04,4,1,1,2,2843.96092831067,7,2
7810,28,46,1-28-2017-046-01,1,1,1,2,128.059818917926,3,2
7880,28,47,1-28-2017-047-01,1,1,1,2,137.6970604631,3,2
7881,28,48,1-28-2017-048-01,1,1,1,2,137.6970604631,3,2
8061,32,111,1-32-2017-111-07,7,1,1,2,4020.98231058148,7,2
7545,20,84,1-20-2017-084-01,1,1,1,2,50.0259744183163,11,2
7240,16,48,1-16-2017-048-01,1,1,1,2,85.6880315101766,5,2
7240,16,48,1-16-2017-048-01,1,1,2,2,85.6880315101766,5,2
7732,33,76,1-33-2017-076-07,7,2,1,2,213.44363844088,12,2
8089,22,103,1-22-2017-103-07,7,1,1,2,789.847825993546,12,2
8123,22,104,1-22-2017-104-01,1,1,1,2,146.188830731975,12,2
7299,32,69,1-32-2017-069-03,3,1,1,2,678.982104361418,7,2
8110,31,42,1-31-2017-042-08,8,1,1,2,533.585408156618,6,2
7909,15,67,1-15-2017-067-02,2,1,1,2,24.2866475873863,1,2
8219,22,105,1-22-2017-105-02,2,1,1,2,54.2430997083732,12,2
6628,10,18,1-10-2017-018-04,4,3,1,2,602.831138879679,4,2
7843,33,81,1-33-2017-081-08,8,1,1,2,103.236549053167,12,2
8192,24,111,1-24-2017-111-04,4,2,1,2,1077.33907327286,1,2
8005,17,69,1-17-2017-069-08,8,1,3,2,338.596207178048,4,2
8096,28,53,1-28-2017-053-07,7,1,1,2,174.677102645236,3,2
8104,28,54,1-28-2017-054-09,9,1,1,2,572.425840032206,3,2
8105,28,55,1-28-2017-055-06,6,1,1,2,120.707039151254,3,2
8040,18,51,1-18-2017-051-07,7,2,1,2,542.400211667992,6,2
8266,22,107,1-22-2017-107-07,7,1,1,2,736.176108017261,12,2
7905,33,85,1-33-2017-085-03,3,1,1,2,91.2652190375962,12,2
7614,15,48,1-15-2017-048-10,10,1,1,2,4659.22080567018,1,2
7965,33,86,1-33-2017-086-07,7,1,1,2,433.721756672474,12,2
6448,22,18,1-22-2017-018-06,6,1,1,2,156.071189007572,12,2
8240,23,102,1-23-2017-102-01,1,1,1,2,90.8798878633592,5,2
8239,28,58,1-28-2017-058-06,6,1,1,2,391.086482346031,3,2
7779,21,49,1-21-2017-049-09,9,1,1,2,482.913130979312,11,2
8130,18,54,1-18-2017-054-01,1,2,1,2,379.983498835986,6,2
8064,19,106,1-19-2017-106-04,4,1,1,2,1303.55011135808,9,2
8184,28,56,1-28-2017-056-02,2,1,1,2,141.968613528909,3,2
7794,21,50,1-21-2017-050-03,3,1,1,2,108.939878475118,11,2
7694,20,92,1-20-2017-092-04,4,2,1,2,524.789833625348,11,2
8375,22,109,1-22-2017-109-05,5,1,1,2,87.190411196972,12,2
8251,19,113,1-19-2017-113-01,1,1,1,2,148.472388208338,9,2
8164,14,54,1-14-2017-054-10,10,1,1,2,8090.1002723741,8,2
8383,20,133,1-20-2017-133-06,6,1,1,2,660.661115910169,11,2
8114,26,59,1-26-2017-059-07,7,1,1,2,4036.12245847922,10,2
8121,17,73,1-17-2017-073-02,2,1,1,2,67.5827912635361,4,2
8354,28,59,1-28-2017-059-10,10,1,1,2,10040.0218377119,3,2
8425,22,110,1-22-2017-110-05,5,1,1,2,86.787006093204,12,2
8101,23,96,1-23-2017-096-03,3,1,1,2,139.476580971046,5,2
8458,13,109,1-13-2017-109-03,3,1,1,2,588.496849700361,7,2
6402,33,12,1-33-2017-012-04,4,1,3,2,266.916315329579,12,2
6402,33,12,1-33-2017-012-04,4,1,1,2,266.916315329579,12,2
8267,17,76,1-17-2017-076-08,8,1,3,2,421.793016497506,4,2
8232,20,125,1-20-2017-125-03,3,1,1,2,264.712701868467,11,2
8345,32,121,1-32-2017-121-09,9,2,1,2,13617.3982511258,7,2
8210,18,55,1-18-2017-055-07,7,1,1,2,1178.91146170421,6,2
8224,15,83,1-15-2017-083-03,3,1,1,2,451.34284302826,1,2
8373,21,62,1-21-2017-062-03,3,1,1,2,201.697409885435,11,2
8244,32,119,1-32-2017-119-02,2,1,1,2,180.921250646427,7,2
8430,21,64,1-21-2017-064-03,3,1,1,2,201.697409885435,11,2
8536,23,114,1-23-2017-114-04,4,2,1,2,568.592572799913,5,2
8567,19,125,1-19-2017-125-03,3,1,1,2,693.38320311199,9,2
8389,18,60,1-18-2017-060-03,3,2,1,2,219.843550605558,6,2
8441,33,113,1-33-2017-113-09,9,1,1,2,296.889945671954,12,2
8386,26,65,1-26-2017-065-07,7,1,1,2,1489.58076062803,10,2
7759,10,37,1-10-2017-037-05,5,1,1,2,41.5852434204435,4,2
8482,32,130,1-32-2017-130-02,2,1,1,2,122.372938852714,7,2
8621,29,31,1-29-2017-031-06,6,1,1,2,532.359992427368,2,2
8419,16,76,1-16-2017-076-04,4,1,1,2,1988.35356427731,5,2
8428,17,83,1-17-2017-083-06,6,1,1,2,350.703264607316,4,2
8524,24,125,1-24-2017-125-03,3,2,1,2,199.877249856568,1,2
8495,14,61,1-14-2017-061-05,5,1,1,2,425.667528533408,8,2
8004,17,68,1-17-2017-068-02,2,1,1,2,100.146694052494,4,2
8199,25,37,1-25-2017-037-03,3,1,1,2,200.659661556227,2,2
8502,32,133,1-32-2017-133-02,2,1,1,2,122.372938852714,7,2
7800,15,61,1-15-2017-061-05,5,1,1,2,22.9926307490385,1,2
8551,16,81,1-16-2017-081-03,3,1,1,2,526.78168572825,5,2
8597,23,118,1-23-2017-118-03,3,1,1,2,159.253575515806,5,2
7754,23,80,1-23-2017-080-03,3,1,3,2,106.538606276617,5,2
8647,16,85,1-16-2017-085-02,2,1,1,2,24.4845082389745,5,2
8540,24,127,1-24-2017-127-04,4,1,1,2,1100.60322429344,1,2
8603,32,139,1-32-2017-139-02,2,1,2,2,38.4516194156081,7,2
8720,22,117,1-22-2017-117-08,8,1,1,2,286.840311036185,12,2
8861,16,90,1-16-2017-090-09,9,1,1,2,3126.49455209188,5,2
8814,22,118,1-22-2017-118-05,5,1,1,2,106.503082895467,12,2
8221,33,98,1-33-2017-098-08,8,1,3,2,141.422186652066,12,2
8685,23,122,1-23-2017-122-06,6,2,1,2,344.123025577654,5,2
8865,19,137,1-19-2017-137-08,8,1,1,2,434.346179334881,9,2
8641,20,148,1-20-2017-148-02,2,1,1,2,126.215316597196,11,2
8956,13,127,1-13-2017-127-01,1,1,1,2,243.638815205032,7,2
7915,20,103,1-20-2017-103-01,1,1,1,2,88.908471839129,11,2
8059,32,109,1-32-2017-109-01,1,1,1,2,260.675640918197,7,2
8789,16,88,1-16-2017-088-06,6,2,1,2,2287.90777727149,5,2
8784,23,125,1-23-2017-125-03,3,1,1,2,677.063395466539,5,2
8667,24,132,1-24-2017-132-04,4,1,1,2,1278.16243613783,1,2
7411,23,66,1-23-2017-066-03,3,1,1,2,218.254636556835,5,2
8823,33,126,1-33-2017-126-06,6,1,1,2,98.4342757274466,12,2
8691,16,86,1-16-2017-086-09,9,1,1,2,3547.68665158674,5,2
8704,28,64,1-28-2017-064-09,9,1,1,2,3000.90381316687,3,2
8973,20,162,1-20-2017-162-02,2,1,1,2,39.0673380453663,11,2
8939,12,74,1-12-2017-074-06,6,2,1,2,419.209238229466,9,2
8771,30,99,1-30-2017-099-03,3,1,1,2,409.854237686373,10,2
8828,21,74,1-21-2017-074-01,1,1,1,2,121.777836364402,11,2
8883,21,76,1-21-2017-076-07,7,1,1,2,1176.55804083148,11,2
8628,25,47,1-25-2017-047-01,1,1,1,2,220.049992585504,2,2
8808,17,90,1-17-2017-090-02,2,1,1,2,70.2577413226443,4,2
9019,16,95,1-16-2017-095-06,6,1,1,2,910.104975477523,5,2
8449,15,96,1-15-2017-096-02,2,2,1,2,33.5752938530052,1,2
8890,32,152,1-32-2017-152-01,1,1,1,2,174.50197157516,7,2
8890,32,152,1-32-2017-152-01,1,1,2,2,174.50197157516,7,2
8281,15,86,1-15-2017-086-03,3,1,1,2,225.616696067158,1,2
8993,24,143,1-24-2017-143-04,4,1,1,2,968.176973936348,1,2
8387,33,110,1-33-2017-110-03,3,1,1,2,65.8727133970128,12,2
8854,26,80,1-26-2017-080-03,3,1,1,2,810.478641073217,10,2
7099,23,49,1-23-2017-049-05,5,1,3,2,68.4773923035499,5,2
8880,18,73,1-18-2017-073-01,1,1,1,2,136.741276248965,6,2
8557,26,70,1-26-2017-070-08,8,1,1,2,780.277188723453,10,2
9098,21,80,1-21-2017-080-08,8,1,1,2,47.0960370255936,11,2
8477,10,50,1-10-2017-050-09,9,1,2,2,203.905456779166,4,2
6878,20,39,1-20-2017-039-06,6,2,1,2,521.704452169489,11,2
8744,33,123,1-33-2017-123-10,10,1,1,2,1331.99271077784,12,2
7815,32,95,1-32-2017-095-02,2,2,1,2,62.5320886967792,7,2
8227,20,123,1-20-2017-123-06,6,1,1,2,513.411461110881,11,2
6563,10,14,1-10-2017-014-05,5,1,1,2,32.2382822714342,4,2
6582,11,10,1-11-2017-010-08,8,1,4,2,1502.31800595479,8,2
6582,11,10,1-11-2017-010-08,8,1,5,2,1502.31800595479,8,2
6582,11,10,1-11-2017-010-08,8,1,6,2,1502.31800595479,8,2
8975,21,77,1-21-2017-077-03,3,2,1,2,332.65973799181,11,2
7409,23,64,1-23-2017-064-01,1,2,3,2,90.8798878633592,5,2
9096,29,41,1-29-2017-041-09,9,1,1,2,102.787145651653,2,2
7690,18,41,1-18-2017-041-07,7,2,1,2,661.115200524445,6,2
9051,33,136,1-33-2017-136-06,6,1,1,2,215.212358607558,12,2
8671,11,58,1-11-2017-058-03,3,1,1,2,2705.76245215757,8,2
8777,10,62,1-10-2017-062-07,7,1,1,2,39.7072252191354,4,2
7888,10,39,1-10-2017-039-02,2,1,1,2,46.3428822044919,4,2
7888,10,39,1-10-2017-039-02,2,1,2,2,46.3428822044919,4,2
8803,19,134,1-19-2017-134-02,2,1,1,2,102.089013427492,9,2
